"user.id","user.B.id","proximity","calls","SMS"
1,1,1028,310,757
2,1,1788,0,0
3,1,0,0,0
4,1,502,0,0
5,1,16,0,0
6,1,1,0,0
7,1,61,0,0
8,1,5,0,0
9,1,1,0,0
10,1,0,0,0
11,1,827,0,0
12,1,13,0,0
13,1,0,0,0
14,1,1447,0,0
15,1,8,0,0
16,1,131,0,0
17,1,0,0,0
18,1,4,0,0
19,1,0,0,0
20,1,53,0,0
21,1,412,0,0
22,1,20,0,0
23,1,0,0,0
24,1,1805,0,0
25,1,30,0,0
26,1,0,0,0
27,1,140,0,0
28,1,14,0,0
29,1,10,0,0
30,1,120,0,0
31,1,3055,0,0
32,1,0,0,0
33,1,1,0,0
34,1,12,0,0
35,1,0,0,0
36,1,13,0,0
37,1,25,3,16
38,1,0,0,0
39,1,0,0,0
40,1,0,0,0
41,1,17,0,0
42,1,31,0,0
43,1,25,0,0
44,1,42,0,0
45,1,0,0,0
46,1,135,0,0
47,1,24,0,0
48,1,0,0,0
49,1,2,0,0
50,1,1,0,0
51,1,1,0,0
52,1,1064,0,0
53,1,0,0,0
54,1,3,0,0
55,1,6,0,0
56,1,22,0,0
57,1,1266,0,0
58,1,2573,0,0
59,1,29,0,0
60,1,13,0,0
61,1,3691,833,2693
62,1,2,0,0
63,1,3,0,0
64,1,73,0,0
65,1,3,0,0
66,1,5,0,0
67,1,0,0,0
68,1,3,0,0
69,1,8,0,0
70,1,72,0,0
71,1,979,0,0
72,1,12,0,0
73,1,0,0,0
74,1,1,0,0
75,1,36,0,0
76,1,2,0,0
77,1,0,0,0
78,1,0,0,0
79,1,2,0,0
80,1,2,0,0
81,1,0,0,0
82,1,0,0,0
83,1,0,0,0
84,1,0,0,0
1,2,8892,0,0
2,2,0,0,0
3,2,0,0,0
4,2,75,0,0
5,2,109,0,0
6,2,21,0,0
7,2,4,0,0
8,2,109,0,0
9,2,0,0,0
10,2,2,0,0
11,2,101,0,0
12,2,24,0,0
13,2,0,0,0
14,2,4619,0,0
15,2,19,0,0
16,2,86,0,0
17,2,0,0,0
18,2,233,0,0
19,2,1,0,0
20,2,228,0,0
21,2,315,0,0
22,2,95,0,0
23,2,638,0,0
24,2,370,0,0
25,2,996,37,0
26,2,0,0,0
27,2,355,0,0
28,2,65,0,0
29,2,19,1,0
30,2,442,0,0
31,2,779,0,0
32,2,37,0,0
33,2,0,0,0
34,2,494,0,0
35,2,8,0,0
36,2,136,0,0
37,2,54,0,0
38,2,13,0,0
39,2,0,0,0
40,2,8,0,0
41,2,14,0,0
42,2,45,0,0
43,2,24,0,0
44,2,159,0,0
45,2,2,0,0
46,2,3651,0,0
47,2,229,0,0
48,2,3,0,0
49,2,4,0,0
50,2,13,0,0
51,2,55,0,0
52,2,265,0,0
53,2,0,0,0
54,2,82,0,0
55,2,504,0,0
56,2,6,0,0
57,2,2133,4,10
58,2,254,0,0
59,2,198,0,0
60,2,1,0,0
61,2,1771,0,0
62,2,132,0,0
63,2,0,0,0
64,2,49,0,0
65,2,0,0,0
66,2,656,0,0
67,2,4,0,0
68,2,18,0,0
69,2,459,0,0
70,2,641,0,0
71,2,3123,0,0
72,2,41,0,0
73,2,0,0,0
74,2,3,0,0
75,2,20,0,0
76,2,1002,0,0
77,2,7,0,0
78,2,35,0,0
79,2,26,0,0
80,2,20,0,0
81,2,0,0,0
82,2,0,0,0
83,2,0,0,0
84,2,0,0,0
1,3,0,0,0
2,3,0,0,0
3,3,0,0,0
4,3,0,0,0
5,3,0,0,0
6,3,0,0,0
7,3,0,0,0
8,3,0,0,0
9,3,0,0,0
10,3,0,0,0
11,3,0,0,0
12,3,0,0,0
13,3,0,0,0
14,3,0,0,0
15,3,0,0,0
16,3,0,0,0
17,3,0,0,0
18,3,0,0,0
19,3,0,0,0
20,3,0,0,0
21,3,0,0,0
22,3,0,0,0
23,3,0,0,0
24,3,0,0,0
25,3,0,0,0
26,3,0,0,0
27,3,0,0,0
28,3,0,0,0
29,3,0,0,0
30,3,0,0,0
31,3,0,0,0
32,3,0,0,0
33,3,0,0,0
34,3,0,0,0
35,3,0,0,0
36,3,0,0,0
37,3,0,0,0
38,3,0,0,0
39,3,0,0,0
40,3,0,0,0
41,3,0,0,0
42,3,0,0,0
43,3,0,0,0
44,3,0,0,0
45,3,0,0,0
46,3,0,0,0
47,3,0,0,0
48,3,0,0,0
49,3,0,0,0
50,3,0,0,0
51,3,0,0,0
52,3,0,0,0
53,3,0,0,0
54,3,0,0,0
55,3,0,0,0
56,3,0,0,0
57,3,0,0,0
58,3,0,0,0
59,3,0,0,0
60,3,0,0,0
61,3,0,0,0
62,3,0,0,0
63,3,0,0,0
64,3,0,0,0
65,3,0,0,0
66,3,0,0,0
67,3,0,1,0
68,3,0,0,0
69,3,0,0,0
70,3,0,0,0
71,3,0,0,0
72,3,0,0,0
73,3,0,0,0
74,3,0,0,0
75,3,0,0,0
76,3,0,0,0
77,3,0,0,0
78,3,0,0,0
79,3,0,0,0
80,3,0,0,0
81,3,0,0,0
82,3,0,0,0
83,3,0,0,0
84,3,0,0,0
1,4,627,0,0
2,4,5,0,0
3,4,0,0,0
4,4,0,3,19
5,4,47,0,0
6,4,1,0,0
7,4,5013,470,152
8,4,27,0,0
9,4,3,12,0
10,4,80,0,0
11,4,1595,0,0
12,4,15,0,0
13,4,0,0,0
14,4,1,0,0
15,4,157,0,0
16,4,127,1,0
17,4,0,0,0
18,4,1415,0,0
19,4,1,0,0
20,4,11,0,0
21,4,343,11,9
22,4,30,0,0
23,4,50,0,0
24,4,706,6,0
25,4,8,0,0
26,4,0,0,0
27,4,281,4,0
28,4,6,0,0
29,4,21,0,0
30,4,26,0,0
31,4,226,8,0
32,4,40,0,0
33,4,60,0,0
34,4,10,0,0
35,4,54,0,0
36,4,61,0,0
37,4,18,0,0
38,4,1,0,0
39,4,0,0,0
40,4,0,0,0
41,4,0,0,0
42,4,19,0,0
43,4,41,0,0
44,4,342,7,8
45,4,37,0,0
46,4,3120,0,0
47,4,32,0,0
48,4,10,0,0
49,4,96,0,0
50,4,0,0,0
51,4,3,0,0
52,4,2197,1,2
53,4,0,0,0
54,4,0,0,0
55,4,3,0,0
56,4,7,0,0
57,4,501,0,0
58,4,270,1,0
59,4,12,0,0
60,4,2,0,0
61,4,21,0,0
62,4,25,0,0
63,4,0,0,0
64,4,124,0,0
65,4,42,0,0
66,4,2,0,0
67,4,3,0,0
68,4,13,0,0
69,4,325,0,0
70,4,81,0,0
71,4,491,0,0
72,4,176,0,0
73,4,0,0,0
74,4,0,0,0
75,4,73,0,0
76,4,152,0,0
77,4,1,0,0
78,4,30,0,0
79,4,33,0,0
80,4,870,0,0
81,4,0,0,0
82,4,0,0,0
83,4,0,0,0
84,4,0,0,0
1,5,21,0,0
2,5,18,0,0
3,5,0,0,0
4,5,33,0,0
5,5,67,0,0
6,5,113,0,0
7,5,2,0,0
8,5,3,0,0
9,5,2,0,0
10,5,1899,0,0
11,5,44,0,0
12,5,0,0,0
13,5,0,0,0
14,5,69,0,0
15,5,1,0,0
16,5,12,0,0
17,5,0,0,0
18,5,23,0,0
19,5,1,0,0
20,5,34,0,0
21,5,440,0,0
22,5,647,0,0
23,5,89,0,0
24,5,4,0,0
25,5,1,0,0
26,5,0,0,0
27,5,302,0,0
28,5,34,0,0
29,5,483,0,0
30,5,126,0,0
31,5,259,0,0
32,5,10,0,0
33,5,0,0,0
34,5,415,0,0
35,5,6,0,0
36,5,162,0,0
37,5,26,0,0
38,5,4,0,0
39,5,0,0,0
40,5,2,0,0
41,5,5,0,0
42,5,486,0,0
43,5,465,0,0
44,5,290,0,0
45,5,422,0,0
46,5,75,0,0
47,5,2931,0,0
48,5,4,0,0
49,5,7,0,0
50,5,11,0,0
51,5,181,0,0
52,5,25,0,0
53,5,0,0,0
54,5,637,0,0
55,5,673,0,0
56,5,18,0,0
57,5,14,0,0
58,5,30,0,0
59,5,136,0,0
60,5,11,0,0
61,5,12,0,0
62,5,16,0,0
63,5,0,0,0
64,5,3475,0,0
65,5,3,0,0
66,5,28,0,0
67,5,5,0,0
68,5,4268,0,0
69,5,39,0,0
70,5,33,0,0
71,5,285,0,0
72,5,27,0,0
73,5,0,0,0
74,5,12,0,0
75,5,3779,0,0
76,5,48,0,0
77,5,6,0,0
78,5,6,0,0
79,5,748,0,0
80,5,1,0,0
81,5,0,0,0
82,5,0,0,0
83,5,0,0,0
84,5,0,0,0
1,6,8,0,0
2,6,8,0,0
3,6,0,0,0
4,6,56,0,0
5,6,1614,1,0
6,6,0,0,0
7,6,0,0,0
8,6,9,0,0
9,6,13,0,0
10,6,2,0,0
11,6,16,0,0
12,6,4,0,0
13,6,0,0,0
14,6,778,0,0
15,6,23,0,0
16,6,4,0,0
17,6,0,0,0
18,6,147,1,0
19,6,547,0,0
20,6,423,0,0
21,6,27,0,0
22,6,466,2,0
23,6,1086,2,0
24,6,15,0,0
25,6,10,0,0
26,6,0,0,0
27,6,122,0,0
28,6,84,0,0
29,6,65,0,0
30,6,578,0,0
31,6,27,0,0
32,6,119,1,0
33,6,255,0,0
34,6,128,0,0
35,6,22,0,0
36,6,2317,0,0
37,6,12,0,0
38,6,6,0,0
39,6,0,0,0
40,6,2,0,0
41,6,0,0,0
42,6,82,0,0
43,6,173,0,0
44,6,2421,11,0
45,6,0,0,0
46,6,784,7,0
47,6,1407,1,0
48,6,12,0,0
49,6,0,0,0
50,6,7,0,0
51,6,1281,0,0
52,6,1,0,0
53,6,0,0,0
54,6,143,0,0
55,6,53,0,0
56,6,7,0,0
57,6,13,0,0
58,6,9,0,0
59,6,56,1,0
60,6,4,0,0
61,6,3,0,0
62,6,31,1,0
63,6,0,0,0
64,6,377,0,0
65,6,2,0,0
66,6,480,0,0
67,6,3,2,0
68,6,22,3,0
69,6,28,0,0
70,6,7,0,0
71,6,337,0,0
72,6,92,0,0
73,6,0,0,0
74,6,0,0,0
75,6,6,0,0
76,6,8,0,0
77,6,8,0,0
78,6,0,0,0
79,6,1,1,0
80,6,49,0,0
81,6,0,0,0
82,6,0,0,0
83,6,0,0,0
84,6,0,0,0
1,7,176,0,0
2,7,1,0,0
3,7,0,0,0
4,7,10376,910,839
5,7,0,0,0
6,7,0,0,0
7,7,9,41,12
8,7,1,0,0
9,7,0,0,0
10,7,0,0,0
11,7,263,0,0
12,7,21,0,0
13,7,0,0,0
14,7,0,0,0
15,7,50,0,0
16,7,159,0,0
17,7,0,0,0
18,7,923,0,0
19,7,0,0,0
20,7,1,0,0
21,7,88,1,0
22,7,4,0,0
23,7,2,0,0
24,7,313,0,0
25,7,8,0,0
26,7,0,0,0
27,7,59,0,0
28,7,1,0,0
29,7,19,0,0
30,7,0,0,0
31,7,47,0,0
32,7,28,0,0
33,7,4,0,0
34,7,0,0,0
35,7,0,0,0
36,7,12,0,0
37,7,1,0,0
38,7,0,0,0
39,7,0,0,0
40,7,0,0,0
41,7,0,0,0
42,7,0,0,0
43,7,0,0,0
44,7,66,0,0
45,7,0,0,0
46,7,1153,0,0
47,7,20,0,0
48,7,0,0,0
49,7,148,0,0
50,7,0,0,0
51,7,0,0,0
52,7,790,319,180
53,7,0,0,0
54,7,0,0,0
55,7,2,39,73
56,7,0,0,0
57,7,213,0,0
58,7,55,0,0
59,7,0,0,0
60,7,0,0,0
61,7,25,0,0
62,7,14,0,0
63,7,0,0,0
64,7,20,0,0
65,7,0,0,0
66,7,0,0,0
67,7,0,0,0
68,7,9,0,0
69,7,4,0,0
70,7,9,0,0
71,7,347,0,0
72,7,33,0,0
73,7,0,0,0
74,7,0,0,0
75,7,66,0,0
76,7,89,0,0
77,7,0,0,0
78,7,0,0,0
79,7,6,0,0
80,7,438,0,0
81,7,0,0,0
82,7,0,0,0
83,7,0,0,0
84,7,0,0,0
1,8,60,0,0
2,8,36,0,0
3,8,0,0,0
4,8,88,0,0
5,8,233,0,0
6,8,3,0,0
7,8,4,0,0
8,8,0,0,0
9,8,1,0,0
10,8,6,0,0
11,8,288,0,0
12,8,6,0,0
13,8,0,0,0
14,8,75,0,0
15,8,7,0,0
16,8,169,0,0
17,8,0,0,0
18,8,10,0,0
19,8,4,0,0
20,8,426,0,0
21,8,4336,0,0
22,8,175,0,0
23,8,26,0,0
24,8,57,0,0
25,8,44,0,0
26,8,5,0,0
27,8,5301,0,0
28,8,18,0,0
29,8,12,0,0
30,8,393,0,0
31,8,2966,0,0
32,8,47,0,0
33,8,1,0,0
34,8,2483,0,0
35,8,7,0,0
36,8,80,0,0
37,8,52,0,0
38,8,15,0,0
39,8,0,0,0
40,8,7,0,0
41,8,35,0,0
42,8,762,0,0
43,8,216,0,0
44,8,105,0,0
45,8,0,0,0
46,8,12,0,0
47,8,695,0,0
48,8,3,0,0
49,8,3,0,0
50,8,1,0,0
51,8,35,0,0
52,8,493,0,0
53,8,0,0,0
54,8,128,0,0
55,8,17,0,0
56,8,15,0,0
57,8,108,0,0
58,8,351,0,0
59,8,2185,0,0
60,8,50,0,0
61,8,10,0,0
62,8,117,0,0
63,8,6,0,0
64,8,1139,0,0
65,8,2,0,0
66,8,109,0,0
67,8,4,0,0
68,8,246,0,0
69,8,261,0,0
70,8,4970,46,0
71,8,499,0,0
72,8,36,0,0
73,8,0,0,0
74,8,2,0,0
75,8,20,0,0
76,8,14,0,0
77,8,113,0,0
78,8,2,0,0
79,8,7,0,0
80,8,8,0,0
81,8,0,0,0
82,8,0,0,0
83,8,0,0,0
84,8,0,0,0
1,9,1,0,0
2,9,4,0,0
3,9,0,0,0
4,9,1202,121,6
5,9,100,0,0
6,9,44,0,0
7,9,0,0,0
8,9,6,0,0
9,9,0,34,0
10,9,140,0,0
11,9,0,0,0
12,9,0,0,0
13,9,0,0,0
14,9,30,0,0
15,9,170,0,0
16,9,0,0,0
17,9,0,0,0
18,9,128,0,0
19,9,758,0,0
20,9,13,0,0
21,9,26,0,0
22,9,221,0,0
23,9,4245,0,0
24,9,1,0,0
25,9,0,0,0
26,9,0,0,0
27,9,10,0,0
28,9,27,0,0
29,9,261,0,0
30,9,6,0,0
31,9,5,0,0
32,9,20,0,0
33,9,0,0,0
34,9,1,0,0
35,9,402,17,0
36,9,12,0,0
37,9,202,0,0
38,9,1,0,0
39,9,0,0,0
40,9,7,0,0
41,9,0,0,0
42,9,21,1,0
43,9,20,0,0
44,9,112,0,0
45,9,85,3,0
46,9,35,0,0
47,9,21,0,0
48,9,5,0,0
49,9,10,0,0
50,9,21,0,0
51,9,0,0,0
52,9,18,48,0
53,9,0,0,0
54,9,35,0,0
55,9,8,17,0
56,9,8,0,0
57,9,7,0,0
58,9,2,0,0
59,9,11,0,0
60,9,12,0,0
61,9,0,0,0
62,9,98,0,0
63,9,0,0,0
64,9,36,0,0
65,9,22,0,0
66,9,54,7,0
67,9,47,0,0
68,9,231,0,0
69,9,1911,1,0
70,9,51,0,0
71,9,23,0,0
72,9,464,0,0
73,9,0,0,0
74,9,0,0,0
75,9,198,0,0
76,9,109,0,0
77,9,25,0,0
78,9,56,0,0
79,9,122,0,0
80,9,1,0,0
81,9,0,0,0
82,9,0,0,0
83,9,0,0,0
84,9,0,0,0
1,10,0,0,0
2,10,0,0,0
3,10,0,0,0
4,10,0,0,0
5,10,0,0,0
6,10,0,0,0
7,10,0,0,0
8,10,0,0,0
9,10,0,0,0
10,10,0,0,0
11,10,0,0,0
12,10,0,0,0
13,10,0,0,0
14,10,0,0,0
15,10,0,0,0
16,10,0,0,0
17,10,0,0,0
18,10,0,0,0
19,10,0,0,0
20,10,0,0,0
21,10,0,0,0
22,10,0,0,0
23,10,0,0,0
24,10,0,0,0
25,10,0,0,0
26,10,0,0,0
27,10,0,0,0
28,10,0,0,0
29,10,0,0,0
30,10,0,0,0
31,10,0,0,0
32,10,0,0,0
33,10,0,0,0
34,10,0,0,0
35,10,0,0,0
36,10,0,0,0
37,10,0,0,0
38,10,0,0,0
39,10,0,0,0
40,10,0,0,0
41,10,0,0,0
42,10,0,0,0
43,10,0,0,0
44,10,0,0,0
45,10,0,0,0
46,10,0,0,0
47,10,0,0,0
48,10,0,0,0
49,10,0,0,0
50,10,0,0,0
51,10,0,0,0
52,10,0,0,0
53,10,0,0,0
54,10,0,0,0
55,10,0,0,0
56,10,0,0,0
57,10,0,0,0
58,10,0,0,0
59,10,0,0,0
60,10,0,0,0
61,10,0,0,0
62,10,0,0,0
63,10,0,0,0
64,10,0,0,0
65,10,0,0,0
66,10,0,0,0
67,10,0,0,0
68,10,0,0,0
69,10,0,0,0
70,10,0,0,0
71,10,0,0,0
72,10,0,0,0
73,10,0,0,0
74,10,0,0,0
75,10,0,0,0
76,10,0,0,0
77,10,0,0,0
78,10,0,0,0
79,10,0,0,0
80,10,0,0,0
81,10,0,0,0
82,10,0,0,0
83,10,0,0,0
84,10,0,0,0
1,11,3668,0,0
2,11,17,0,0
3,11,0,0,0
4,11,11617,0,0
5,11,143,0,0
6,11,4,0,0
7,11,1392,0,0
8,11,127,0,0
9,11,0,0,0
10,11,0,0,0
11,11,0,0,0
12,11,2,0,0
13,11,0,0,0
14,11,86,0,0
15,11,457,0,0
16,11,1201,118,6
17,11,0,0,0
18,11,8060,0,0
19,11,2,0,0
20,11,129,0,0
21,11,1229,3,0
22,11,393,0,0
23,11,16,0,0
24,11,203,0,0
25,11,127,0,0
26,11,0,0,0
27,11,1975,2,0
28,11,1,0,0
29,11,0,0,0
30,11,148,0,0
31,11,1291,15,0
32,11,1356,0,0
33,11,44,0,0
34,11,7,0,0
35,11,9,0,0
36,11,1318,0,0
37,11,22,0,0
38,11,0,0,0
39,11,0,0,0
40,11,2,0,0
41,11,0,0,0
42,11,97,0,0
43,11,142,0,0
44,11,1550,0,0
45,11,0,0,0
46,11,6873,0,0
47,11,35,0,0
48,11,2,0,0
49,11,1969,0,0
50,11,0,0,0
51,11,9,0,0
52,11,3339,0,0
53,11,0,0,0
54,11,3,0,0
55,11,33,0,0
56,11,2,0,0
57,11,672,0,0
58,11,190,0,0
59,11,116,0,0
60,11,2,0,0
61,11,634,0,0
62,11,72,0,0
63,11,9,3,0
64,11,211,0,0
65,11,10,0,0
66,11,1,0,0
67,11,1,0,0
68,11,5,0,0
69,11,5,0,0
70,11,789,0,0
71,11,3264,0,0
72,11,7,0,0
73,11,0,0,0
74,11,1,0,0
75,11,49,0,0
76,11,827,0,0
77,11,1,0,0
78,11,1,0,0
79,11,106,0,0
80,11,2562,0,0
81,11,0,0,0
82,11,0,0,0
83,11,0,0,0
84,11,0,0,0
1,12,0,0,0
2,12,2,0,0
3,12,0,0,0
4,12,4,0,0
5,12,16,0,0
6,12,4,0,0
7,12,0,0,0
8,12,0,0,0
9,12,0,0,0
10,12,9,0,0
11,12,0,0,0
12,12,1,0,0
13,12,0,0,0
14,12,15,0,0
15,12,18,0,0
16,12,0,0,0
17,12,0,0,0
18,12,151,0,0
19,12,5,0,0
20,12,0,0,0
21,12,4,0,0
22,12,263,0,0
23,12,7,0,0
24,12,0,0,0
25,12,2,0,0
26,12,0,0,0
27,12,9,0,0
28,12,19,0,0
29,12,8,0,0
30,12,1,0,0
31,12,1,0,0
32,12,615,0,0
33,12,1,0,0
34,12,328,0,0
35,12,96,0,0
36,12,24,0,0
37,12,1401,0,0
38,12,0,0,0
39,12,0,0,0
40,12,2,0,0
41,12,0,0,0
42,12,0,0,0
43,12,2,0,0
44,12,7,19,0
45,12,1,0,0
46,12,8,0,0
47,12,1,0,0
48,12,4,0,0
49,12,18,0,0
50,12,4,0,0
51,12,337,12,0
52,12,1,0,0
53,12,0,0,0
54,12,114,0,0
55,12,3,281,0
56,12,0,0,0
57,12,0,0,0
58,12,7,0,0
59,12,2,0,0
60,12,956,1,0
61,12,1,0,0
62,12,1529,0,0
63,12,0,0,0
64,12,9,0,0
65,12,3137,0,0
66,12,4,0,0
67,12,565,0,0
68,12,18,0,0
69,12,7,0,0
70,12,2,0,0
71,12,11,0,0
72,12,70,0,0
73,12,0,0,0
74,12,62,0,0
75,12,41,0,0
76,12,1,0,0
77,12,0,0,0
78,12,3,0,0
79,12,12,0,0
80,12,2,0,0
81,12,0,0,0
82,12,0,0,0
83,12,0,0,0
84,12,0,0,0
1,13,0,0,0
2,13,0,0,0
3,13,0,0,0
4,13,0,0,0
5,13,0,0,0
6,13,0,0,0
7,13,0,0,0
8,13,0,0,0
9,13,0,0,0
10,13,0,0,0
11,13,0,0,0
12,13,0,0,0
13,13,0,0,0
14,13,0,0,0
15,13,0,0,0
16,13,0,0,0
17,13,0,0,0
18,13,0,0,0
19,13,0,0,0
20,13,0,0,0
21,13,0,0,0
22,13,0,0,0
23,13,0,0,0
24,13,0,0,0
25,13,0,0,0
26,13,0,0,0
27,13,0,0,0
28,13,0,0,0
29,13,0,0,0
30,13,0,0,0
31,13,0,0,0
32,13,0,0,0
33,13,0,0,0
34,13,0,0,0
35,13,0,0,0
36,13,0,0,0
37,13,0,0,0
38,13,0,0,0
39,13,0,0,0
40,13,0,0,0
41,13,0,0,0
42,13,0,0,0
43,13,0,0,0
44,13,0,0,0
45,13,0,0,0
46,13,0,0,0
47,13,0,0,0
48,13,0,0,0
49,13,0,0,0
50,13,0,0,0
51,13,0,0,0
52,13,0,0,0
53,13,0,0,0
54,13,0,0,0
55,13,0,0,0
56,13,0,0,0
57,13,0,0,0
58,13,0,0,0
59,13,0,0,0
60,13,0,0,0
61,13,0,0,0
62,13,0,0,0
63,13,0,0,0
64,13,0,0,0
65,13,0,0,0
66,13,0,0,0
67,13,0,0,0
68,13,0,0,0
69,13,0,0,0
70,13,0,0,0
71,13,0,0,0
72,13,0,0,0
73,13,0,0,0
74,13,0,0,0
75,13,0,0,0
76,13,0,0,0
77,13,0,0,0
78,13,0,0,0
79,13,0,0,0
80,13,0,0,0
81,13,0,0,0
82,13,0,0,0
83,13,0,0,0
84,13,0,0,0
1,14,2984,0,0
2,14,1332,0,0
3,14,0,0,0
4,14,43,0,0
5,14,116,0,0
6,14,174,0,0
7,14,1,0,0
8,14,21,0,0
9,14,10,0,0
10,14,42,0,0
11,14,36,0,0
12,14,0,0,0
13,14,0,0,0
14,14,0,21,0
15,14,87,0,0
16,14,13,0,0
17,14,0,0,0
18,14,46,0,0
19,14,86,0,0
20,14,28,0,0
21,14,104,0,0
22,14,133,0,0
23,14,296,0,0
24,14,39,0,0
25,14,115,0,0
26,14,3,0,0
27,14,71,0,0
28,14,25,0,0
29,14,83,0,0
30,14,59,0,0
31,14,249,0,0
32,14,103,0,0
33,14,0,0,0
34,14,23,0,0
35,14,41,0,0
36,14,110,0,0
37,14,7,0,0
38,14,4,0,0
39,14,0,0,0
40,14,27,0,0
41,14,3,0,0
42,14,46,0,0
43,14,177,0,0
44,14,437,8,0
45,14,3,0,0
46,14,89,3,0
47,14,129,0,0
48,14,8,0,0
49,14,0,0,0
50,14,198,0,0
51,14,102,0,0
52,14,69,0,0
53,14,0,0,0
54,14,114,0,0
55,14,391,0,0
56,14,1,0,0
57,14,999,0,0
58,14,54,0,0
59,14,40,0,0
60,14,3,0,0
61,14,393,0,0
62,14,46,0,0
63,14,1,0,0
64,14,78,0,0
65,14,10,0,0
66,14,8,0,0
67,14,5,0,0
68,14,24,0,0
69,14,85,0,0
70,14,20,0,0
71,14,739,0,0
72,14,222,0,0
73,14,0,0,0
74,14,0,0,0
75,14,30,0,0
76,14,8,0,0
77,14,2,0,0
78,14,81,0,0
79,14,8,0,0
80,14,13,0,0
81,14,0,0,0
82,14,0,0,0
83,14,0,0,0
84,14,0,0,0
1,15,8,0,0
2,15,7,0,0
3,15,0,0,0
4,15,253,0,0
5,15,75,0,0
6,15,114,0,0
7,15,68,0,0
8,15,1,0,0
9,15,24,0,0
10,15,1,0,0
11,15,121,0,0
12,15,4,0,0
13,15,0,0,0
14,15,29,0,0
15,15,0,0,0
16,15,63,0,0
17,15,0,0,0
18,15,580,0,0
19,15,60,2,0
20,15,9,0,0
21,15,56,0,0
22,15,207,0,0
23,15,8,0,0
24,15,3,0,0
25,15,13,0,0
26,15,9,0,0
27,15,35,0,0
28,15,25,0,0
29,15,269,0,0
30,15,9,0,0
31,15,29,0,0
32,15,181,0,0
33,15,7,0,0
34,15,91,0,0
35,15,82,0,0
36,15,2,0,0
37,15,73,0,0
38,15,4,0,0
39,15,0,0,0
40,15,40,0,0
41,15,0,0,0
42,15,7,0,0
43,15,82,0,0
44,15,66,0,0
45,15,4,0,0
46,15,122,0,0
47,15,33,0,0
48,15,5500,20,18
49,15,214,0,0
50,15,108,0,0
51,15,6,0,0
52,15,134,0,0
53,15,0,0,0
54,15,47,0,0
55,15,1,0,0
56,15,23,0,0
57,15,8,0,0
58,15,19,0,0
